Artikelnummer 2	Artikelnummer	Bezeichung	Bezeichung 2	Lagerbestand	Gewicht	Preis (inkl. MWSt)	Preis (exkl. MWSt)	WWW-Link	Webtext	Webtext 2	Herstellernummer	Hersteller	MWST Satz	Endkundenpreis	Garantie (Monate)	Erfassungsdatum	Kategorie 1	Kategorie 2	Kategorie 3	Kategorie	EAN-Code	Lieferdatum	Ausverkaufsartikel	Discountpreis
6180	LA BRO HL7050	Brother HL 7050, A4,28 Seiten/Min,32MB	1200x1200 dpi, USB2.0/Parallel, 500 Blatt	2	30.5	976.15	907.2	http://www.brother.ch/g3.cfm/s_page/61700/s_level/22150/s_product/HL7050C1	Brother HL-7050, A4, 28 Seiten/Min, 32MB, 1200x1200 dpi, USB2.0/Parallel, 500 Blatt	500 Blatt Papierkassette und 100 Blatt Multifunktionszufuhr, Druckersprachen: PCL 6, PostScript Level 3, Epson FX-850, IBM Proprinter XL, Abmessung (BxHxT): 485x421x480mm, Gewicht: 24.3 kg	HL-7050	Brother	7.6	1101.05	12	29.05.07	Büromaterial/-bedarf	Drucker/Papier/Folien	S/W Laserdrucker	Printer Laser	4977766605281	sofort	Ja	1008.35
6181	LA BRO HL7050N	Brother HL 7050N, A4,28 Seiten/Min,64MB	1200x1200dpi,USB2.0/Par./LAN, 500 Blatt	1	29	1336.2	1241.82	http://www.brother.ch/g3.cfm/s_page/61700/s_level/22170/s_product/HL7050NC1	Brother HL-7050N, A4, 28 Seiten/Min, 64MB, 1200x1200dpi,USB2.0/Par./LAN,	500 Blatt Papierkassette und 100 Blatt Multifunktionszufuhr, Druckersprachen: PCL 6, PostScript Level 3, Epson FX-850, IBM Proprinter XL, Abmessung (BxHxT): 485x421x480mm, Gewicht: 24.3 kg	HL-7050N	Brother	7.6	1502.75	12	29.05.07	Büromaterial/-bedarf	Drucker/Papier/Folien	S/W Laserdrucker	Printer Laser	4977766605557	sofort	Nein	1382.25
6185	ZTO BR TN-5500	Toner Brother HL7050 / 7050N	ca. 12000s@5%	6	1.04	135.15	125.6	http://www.brother.ch/products/welcome.cfm?prod_art=TN-5500	Toner Brother TN-5500,  HL7050/7050N, ca. 12000 Seiten @5%		TN5500	Brother	7.6	179	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766605595	sofort	Nein	142.85
6190	ZTO BR DR-5500	Trommel Brother DR-5500	HL7050/HL7050N	2	0.81	129.45	120.31	http://www.brother.ch/products/welcome.cfm?prod_art=DR-5500	Trommeleinheit Brother DR-5500, zu HL7050/7050N		DR5500	Brother	7.6	179	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766605601	sofort	Nein	136.9
6193	KA 230 EURO 2POL 01.8M	equip Euro Netzkabel 230V 1.8m, 2 polig	Steckertyp 26, Kabelende Typ 112 (CEE III)	593	0.18	4.15	3.86	http://www.equip-info.de/equipgerman/index.php?page=search&&series=&kat=&id=880&search=112160	equip Euro Netzkabel 2-polig, 230V 1.8m, Steckertyp 26, Kabelende Typ 112 (CEE III)		112160	equip	7.6	12.9	24	19.10.06	PCs und Komponenten	Notebooks/Tablet PCs	Zubehör	Kabel, Adapter, Zubehör		sofort	Nein	6.1
6194	KA 230 T26-C5 01.8M	Netzkabel 250V 2m, 3 polig	Steckertyp 26, Kabelende Typ 112 (CEE III)	5283	0.18	6.35	5.9		Netzkabel 3-polig, 250V 2m, Steckertyp 26, Kabelende Typ 112 (CEE III), (Mickey-Mouse-Stecker)		SP-227-06	Maxxtro	7.6	18.9	12	19.10.06	PCs und Komponenten	Notebooks/Tablet PCs	Zubehör	Kabel, Adapter, Zubehör	4026203406834	sofort	Nein	9.85
6328	ZTO BR TN-1200	Toner Brother TN-1200	HL3260N/ca. 12000s@5%	3	0.46	72.25	67.15	http://www.brother.ch/products/welcome.cfm?prod_art=TN%2D1200	Toner Brother TN-1200,  HL3260N, ca. 12000 Seiten @5%		TN1200	Brother	7.6	98	12	08.11.04	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4977766528429	sofort	Nein	77.2
6364	ZTI HP C6658AE	Tinte HP PSC 2210, Photosmart 7150, 450 cbi	Nr. 58, Fotopatrone, 17ml	4	0.1	28.95	26.91	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF06c/A1-12771-64199-69422-69422-46085-46091.html?jumpid=oc_R1002_CHDEC-001_HP%2058%20Photo%20Inkjet-Druckpatrone&lang=de&cc=ch	Tinte HP C6658AE / Nr. 58, HP PSC 2210, Deskjet 450 cbi, Fotopatrone, 17ml	OfficeJet 6110	C6658AE	HP	7.6	47	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte		sofort	Nein	31.1
6381	CDR-80 VERB 10 BLAU	CD-R Audio Medien 10 Pack 700MB/80Min.	Dunkelblaue Beschichtung, Audio CD-R	18	0.99	12.9	11.99	http://www.verbatim.de/de_7/product_music-cd-r-_91.html	Verbatim CD-R Audio Medien, MusicLifePlus, 700MB/80Min, Dunkelblaue Beschichtung, 10er Jewel Case	Audio Medien geignet für Yamaha CRW-F1 Brenner, disc@2 ist mit diesen Medien gut sichtbar. DataLifePlus.	43365	Verbatim	7.6	18.9	12		PCs und Komponenten	Drives und Medien	CD-Medien	Speichermedien		sofort	Nein	14.9
6448	ZTO EP 5900L	Toner Epson C13S050087 5900L	6000 Seiten@5% Deckung	2	0.7	138.8	129	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13S050087	Toner Epson S050087 schwarz 6000 Seiten, zu EPL-5900 Serie / EPL-6100 Serie		C13S050087	Epson	7.6	169	12	08.04.09	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	146.25
6506	ZTO HP Q1338A	Toner Q1338A, HP-Laserjet 4200/N/TN/DTN	12'000 Seiten @5% Deckung	0	2.82	158.15	146.98	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP Q1338A schwarz, 12'000 Seiten, zu Laserjet 4200/N/TN/DTN		Q1338A	HP	7.6	199	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		unbekannt	Nein	163.4
6507	ZTO HP Q1339A	Toner Q1339A, HP-Laserjet 4300/N/TN/DTN	18'000 Seiten @5% Deckung	5	3.2	227.25	211.2	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP Q1339A schwarz, 18'000 Seiten, zu Laserjet 4300/N/TN/DTN		Q1339A	HP	7.6	279	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	233.2
6591	ZTI EP T033140	Tinte Stylus Photo 950	schwarz, 17ml	18	2.0	40.0	40.0	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T03314010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T033140 schwarz, 17ml, 620 Seiten, zu Stylus Photo 950		C13T03314010	Epson	7.6	35	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355382	sofort	Nein	24.6
6593	ZTI EP T033340 MA	Tinte Stylus Photo 950	magenta, 17ml	2	0.06	24.85	23.09	http://www.epson-store.de/cd/ld/content/shop/consumables/offer.php/sku/C13T03334010/devicesku/C11C456011	Tinte Epson T033340, magenta, 17ml, 440 Seiten, zu Stylus Photo 950		C13T03334010	Epson	7.6	38	12	06.11.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355429	sofort	Nein	27
6594	ZTI EP T033440 YE	Tinte Stylus Photo 950	yellow, 17ml	2	0.07	24.85	23.09	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T03344010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T033440 gelb, 17ml, 440 Seiten, zu Stylus Photo 950		C13T03344010	Epson	7.6	38	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355443	sofort	Nein	27
6595	ZTI EP T033540	Tinte Stylus Photo 950	hell cyan, 17ml	2	0.06	24.85	23.09	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T03354010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T033540 hell cyan, 17ml, 440 Seiten, zu Stylus Photo 950		C13T03354010	Epson	7.6	38	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355467	sofort	Nein	27
6596	ZTI EP T033640	Tinte Stylus Photo 950	hell magenta, 17ml	2	0.06	24.85	23.09	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T03364010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T033640 hell magenta, 17ml, 440 Seiten, zu Stylus Photo 950		C13T03364010	Epson	7.6	38	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355481	sofort	Nein	27
6597	ZTI EP T036140	Tinte Stylus Color C42UX, C46	T036140, schwarz	2	0.04	24.75	23	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T03614010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson C13T03614010 schwarz, 10ml, 330 Seiten, zu Stylus C42UX/C42PLUS		C13T03614010	Epson	7.6	38	12	02.04.09	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946355665	sofort	Nein	26.9
6598	ZTI EP T037040	Tinte Stylus Color C42UX,C46	T037040, farbig	2	0.08	27.25	25.33	http://www.epson-store.de/cch/ld/content/shop/consumables/offer.php/sku/C13T03704010?cm_mmc=ConsFinder-_-Inkcarts-_-Description-_-CH	Tinte Epson T037040, farbig, 25ml, 180 Seiten, zu Stylus Color C42UX, C46		C13T03704010	Epson	7.6	42	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Tinte	8715946361420	sofort	Nein	29.5
6711	BU AF FOAMCLENE 300	AF Antistatischer Schaumreiniger 300ml	Aerosol,	4	0.41	7.1	6.6	http://www.af-online.co.uk/cgi/products.pl?GROUPCODE=04&order_by=PRODUCTNAME&order=abc	AF Antistatischer Schaumreiniger, Foamclene- 300ml, Aerosol		FCL300	AF Reinigungsmaterial	7.6	16.9	12	08.09.06	Büromaterial/-bedarf	Reinigung/Haushalt	Reinigungsmittel	Büro und Bürozubehör	5028356500178	sofort	Nein	11.6
6713	BU AF MAXICLENE 400	AF Extra kraftvoller Schaumreiniger 400ml	Aerosol, antistatisch	15	0.48	9.75	9.06	http://www.af-online.co.uk/cgi-bin/products.cgi?GROUPCODE=04&order_by=PRODUCTNAME&order=abc&database=049&template=049	AF Extra kraftvoller, antistatischer Schaumreiniger 400ml, Aerosol		MXL400	AF Reinigungsmaterial	7.6	19.9	12	08.09.06	Büromaterial/-bedarf	Reinigung/Haushalt	Reinigungsmittel	Büro und Bürozubehör	5028356500628	sofort	Nein	14.75
6716	BU AF SCREEN CLENE20	AF Reinigungstücher, Screen-Clene-Duo	20Paar antistatische nass/trockene Tücher	-6	0.14	11.25	10.46	http://www.af-online.co.uk/cgi/products.pl?GROUPCODE=01&order_by=PRODUCTNAME&order=abc	AF Reinigungstücher, Bildschirm und Filter Reiniger, 20 Paar antistatische nass-trockene Tücher		SCR020	AF Reinigungsmaterial	7.6	21.9	12	08.09.06	Büromaterial/-bedarf	Reinigung/Haushalt	Reinigungsmittel	Büro und Bürozubehör	5028356500185	19.11.10	Nein	16.6
6717	BU AF SCREENCLENE250	AF Bildschirm und Filter Reiniger	antistatischer Pumpspray, 250ml	35	0.3	9.95	9.25	http://www.af-online.co.uk/cgi/products.pl?GROUPCODE=01&order_by=PRODUCTNAME&order=abc&database=049&template=049	AF Bildschirm und Filter Reiniger, antistatischer Pumpspray, 250ml		SCS250	AF Reinigungsmaterial	7.6	19.9	12	08.09.06	PC-Peripherie (Zubehör)	Monitore	Monitorreinigung	Büro und Bürozubehör	5028356500093	sofort	Nein	15
6718	BU AF TONERCLEAN 25	AF Tonerabsorbierende Tücher, 25Stk.	gegen Tonerstaub	10	0.14	16.5	15.33	http://www.af-online.co.uk/cgi/products.pl?GROUPCODE=06&order_by=PRODUCTNAME&order=abc&database=049&template=049	AF Tonerabsorbierende Tücher, 25Stk., imprägniert, entfernen sicher Tonerstaub und Reste		TOC025	AF Reinigungsmaterial	7.6	29.9	12	08.09.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Büro und Bürozubehör	5028356501007	sofort	Nein	23.1
6725	NO TO ZU GA GARANTIE+2J	Zusatzgarantie Toshiba + 2 Jahre	auf 3 Jahre (International)	97	0.15	170.95	158.88	http://ch.computers.toshiba-europe.com/cgi-bin/ToshibaCSG/individual_services_page.jsp?LNG=8&service=CH&ACTION=SHOW_ATTRIBUTES&selCategory=60918&oldCategory=60918&matchingId=&OPTION_ID=109737	Garantieverlängerung auf total 3 Jahre Bring-In,	Für alle Satellite, Satellite Pro, Tecra und Qosmio Modelle (Bestellung nur innert 180 Tagen möglich) International	SE5003I-PS	Toshiba	7.6	209	12	23.05.07	PCs und Komponenten	Notebooks/Tablet PCs	Zubehör	Notebook Zubehör	4026203267459	sofort	Nein	185.8
6768	PA HP Q1991A	HP Premium Fotopapier, hochglänzend	10x15 cm, 20 Blatt, 240 g	11	0.11	7	6.51	http://welcome.hp.com/country/ch/de/laser-toner-ink-cartridges.html	HP Premium Fotopapier Q1991A, hochglänzend, 10x15 cm, 20 Blatt, 240 g/m2,	HP Premium Fotopapier hochglänzend ermöglicht brillante Bilder mit kräftigen Farben, tiefem Schwarz und natürlichen Hauttönen.	Q1991A	HP	7.6	9.15	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Papier/Folien/Etiketten	Papier/Folien		sofort	Nein	7.9
6887	LA BRO LT7000 FEEDER	Brother Lower Feeder Kit 500 Blatt	zu Brother HL 7050 / HL 7050N	1	8.48	341.7	317.57	http://www.brother.ch/products/welcome.cfm?prod_art=LT-7000	Brother LT-7000, Lower Feeder Kit 500 Blatt, zu Brother HL-7050 / HL 7050N		LT-7000	Brother	7.6	390.35	12	30.01.08	Büromaterial/-bedarf	Drucker/Papier/Folien	S/W Laserdrucker	Printer Laser	4977766605298	sofort	Nein	351.25
6989	GEK GITTER 80X80	Gitter zu Gehäuse Zusatzlüfter	8 cm x 8 cm	32	0.1	3.6	3.35		Schutzgitter zu Gehäuse Zusatzlüfter, 8 cm x 8 cm		80000000009	EKL	7.6	11.9	24	27.04.07	PCs und Komponenten	Gehäuse/PC-Netzteile	Gehäuse-/Montagezubehör	Gehäuse Zubehör		sofort	Ja	7.15
7081	ZTOFL OKI 5000BL	Toner schwarz zu OKI 5100/5200/5300/5400	42127408, 5000 Seiten @5% Deckung	4	0.52	82.1	76.3	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=406&prodname=MICROLINE%205521&hex=017E3A&hex2=93C5AA&conid=226	OKI Toner 42127408 schwarz, zu OKI 5100/5200/5300/5400, 5000 Seiten @5% Deckung		42127408	OKI	7.6	119	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713925026	sofort	Nein	89.9
7082	ZTOFL OKI 5000CY	Toner cyan zu OKI 5100/5200/C5300/5400	42127408, 5000 Seiten @5% Deckung	7	0.49	207.65	192.98	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=406&prodname=MICROLINE%205521&hex=017E3A&hex2=93C5AA&conid=227	OKI Toner 42127407 cyan, zu 5100/5200/5300/5400, 5000 Seiten @5% Deckung		42127407	OKI	7.6	269	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713925019	sofort	Nein	226
7083	ZTOFL OKI 5000MA	Toner magenta zu OKI 5100/5200/5300/5400	42127406, 5000 Seiten @5% Deckung	5	0.53	207.65	192.98	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=1&prid=406&prodname=C5100n&hex=611774&hex2=C8B2CE&conid=228	OKI Toner 42127406 magenta, zu 5100/5200/5300/5400, 5000 Seiten @5% Deckung		42127406	OKI	7.6	269	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713925033	sofort	Nein	226
7084	ZTOFL OKI 5000YE	Toner gelb zu OKI 5100/5200/5300/5400	42126605, 5000 Seiten @5% Deckung	5	0.51	207.65	192.98	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=406&prodname=MICROLINE%205521&hex=017E3A&hex2=93C5AA&conid=233	OKI Toner 42126605 gelb, zu 5100/5200/5300/5400, 5000 Seiten @5% Deckung		42127405	OKI	7.6	269	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713925040	sofort	Nein	226
7085	ZTOFL OKI 5000 KIT	Toner Kit zu OKI 5100//5200/C5300/5400	42403002, 5000 Seiten @5% Deckung	8	2.17	640	594.8	http://europe.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=406&prodname=MICROLINE%205521&hex=017E3A&hex2=93C5AA&conid=240	OKI Toner Rainbow-Kit 42403002 gelb/cyan/magenta/schwarz, zu OKI 5100/5200/5300/5400	5000 Seiten @5% Deckung,	42403002	OKI	7.6	739	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713017158	sofort	Nein	654
7086	ZTOFL OKI 9000 KIT	Toner KIT zu OKI C9300/C9500	011 011 01, 15000 Seiten @5% Deckung	2	4.68	1509.6	1402.97	http://switzerland.oki.com/fcgi-bin/public.fcgi?pid=11&cid=136&chid=1&pdflag=&prid=403&prodname=&hex=&hex2=&conid=221	OKI Toner Rainbow-Kit 01101101 gelb/cyan/magenta/schwarz, zu C9300/C9500, 15000 Seiten @5% Deckung	zu OKIDATA C 9300/C 9300 DN/C 9300 HDN/C 9300 N/C 9500/C 9500 DN	01101101	OKI	7.6	1842.65	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	5031713015864	sofort	Nein	1631.5
7112	KA SATA POW	Serial ATA Stromanschlusskabel		995	0.02	2.45	2.28		SATA Stromanschlusskabeladapter		60112	equip	7.6	7.9	24	24.10.06	PCs und Komponenten	Kabel/Adapter	Computerkabel	Kabel, Adapter, Zubehör	4016032129653	sofort	Nein	3.6
7162	ZTO HP Q2613X	Toner Q2613X, HP-Laserjet 1300	4000 Seiten @5% Deckung	61	1.14	97.4	90.52	http://h10010.www1.hp.com/wwpc/ch/de/ho/WF11a/2921.html	Toner HP Q2613X schwarz, 4000 Seiten, zu Laserjet 1300		Q2613X	HP	7.6	129	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner		sofort	Nein	100.7
7192	NWKB EQ GR C5E F/UTP 00.5M 26	equip Patchkabel: F/UTP, 00.5m, grau	Cat.5e, AWG26, 1Gbps, 100MHz, Zugentlastung	1362	0.04	5.25	4.88	http://www.equip-info.de/german/index.php?main=10&gruppe=600&pagenum=3&prod=719	equip Patchkabel: F/UTP, 00.5m, grau, Cat.5e, AWG26, 1Gbps	Steckerkontakte vergoldet, Angespritzter Knickschutz, Zugentlastung, Flexibel, Mit Längenaufdruck auf dem Stecker, PVC	205417	equip	7.6	15.9	24	26.06.06	Netzwerk/Server	Netzwerkkabel/-Zubehör	Cat.5/5e Patchkabel	Kabel, Adapter, Zubehör	4015867211946	sofort	Nein	7.7
7223	CDZ-PAPIERTASCH 50	CD/DVD Papiertaschen mit Fenster + Lasche	50er Pack	81	0.15	6.25	5.81		CD/DVD Papiertaschen mit Fenster + Lasche, 50er Pack		MX-CD-ENV-50-1	Maxxtro	7.6	18.9	12	06.10.06	PCs und Komponenten	Drives und Medien	CD-Medien	Speichermedien	7612320123692	sofort	Nein	9.75
7285	ZTOFL MI 1710517-005	Toner black zu Minolta Magicolor 2300	4500 Seiten @5% Deckung	3	1.03	124.6	115.8		Toner Minolta 1710517-005 schwarz, 4500 Seiten @5% Deckung, zu Magicolor 2300		4576211	Konica Minolta	7.6	159	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4538462003339	sofort	Nein	135.65
7286	ZTOFL MI 1710517-008	Toner cyan zu Minolta Magicolor 2300	4500 Seiten @5% Deckung	-1	1.03	222.3	206.6		Toner Minolta 1710517-008 cyan, 4500 Seiten @5% Deckung, zu Magicolor 2300		4576511	Konica Minolta	7.6	277.05	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4538462003360	unbekannt	Nein	243.3
7287	ZTOFL MI 1710517-007	Toner magenta zu Minolta Magicolor 2300	4500 Seiten @5% Deckung	1	1.03	201	186.8		Toner Minolta 1710517-007 magenta, 4500 Seiten @5% Deckung, zu Magicolor 2300		4576411	Konica Minolta	7.6	249	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4538462003353	sofort	Nein	218
7288	ZTOFL MI 1710517-006	Toner yellow zu Minolta Magicolor 2300	4500 Seiten @5% Deckung	0	1.03	201	186.8		Toner Minolta 1710517-006 gelb, 4500 Seiten @5% Deckung, zu Magicolor 2300		4576311	Konica Minolta	7.6	249	12	07.07.06	Büromaterial/-bedarf	Drucker/Papier/Folien	Drucker Verbrauchsmat.	Toner	4538462003346	unbekannt	Nein	218
7356	KA AUDIO XLR/XLR 6M	Kabel Mikrofon Neutrik, XLR/XLR 6m	High Quality, symmetrisch	11	0.4	43.1	40.06		Kabel Audio symmetrisch, XLR/male auf XLR/female, 6m,	Mikrofon Neutrik, Male/Female	NMKS6-BL	Neutrik	7.6	70	12	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	52.9
7357	KA AUDIO XLR/KLIN 6M	Kabel Mikrofon Neutrik, XLR F/Klinke 6.3mm	6m, High Quality, asymmetrisch	5	0.38	39.6	36.8		Kabel Audio asymmetrisch, XLR Female auf 6.3mm Klinke/male, 6m,	Mikrofon Neutrik, Lifetime Guarantee!	NMKA6-BL	Neutrik	7.6	65	12	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	48.8
7358	KA AUDIO KLI/KLI 6M	Kabel Instrument Neutrik,6.3mmKlinke/Klinke	6m, High Quality, Lifetime Guarantee	6	0.31	37.8	35.13		Kabel Audio Mono, 6.3mm Klinke/male auf 6.3mm Klinke/male (Jack/Jack), 6m,	1 Stecker ist abgewinkelt	NGK6R-BL	Neutrik	7.6	62	12	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	46.7
7359	KA AUDIO PATCH 3M	Kabel Instrument Neutrik,6.3mmKlinke/Klinke	3m, High Quality	9	0.2	26.8	24.91		Kabel Audio Mono, 6.3mm Klinke/male auf 6.3mm Klinke/male (Jack/Jack), 3m,	Neutrik Instrument Kabel	NPK3-BL	Neutrik	7.6	46	12	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	33.75
7360	KA AUDIO MIDI 6M	Kabel MIDI Neutrik 6m, schwarz	High Quality!	11	0.26	32.3	30.02		Kabel MIDI, schwarzes MIDI Kabel, 6m		MIDI5/6-BL	Neutrik	7.6	54	12	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	40.2
7361	KA AUDIO CHINCH/CHINCH WW	Audio Adapter Cinch/Cinch, female/female	2Stk, Verlängerung von Cinch Kabeln, gold	15	0.02	9.25	8.6		Adapter Cinch/female auf Cinch/female, 2Stk.,mono, vergoldet	zur Verlängerung von Cinch Kabeln	CAF51556	Diverse	7.6	24.6	12	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	11.85
7364	KA AUDIO CHI/KLI 3.5	Kabel Audio 2xCinch/3.5mmKlinke Stereo	male/male, 1.5m	255	0.05	6	5.58		Audiokabel Cinch/male auf 3.5mm Klinke, 1.5m,stereo		147283	equip	7.6	22.9	24	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör	8716176220099	sofort	Nein	9.6
7365	KA AUDIO KLI/KLI 3.5	Kabel Audio 3.5mmKlinke/3.5mmKlinke, Stereo	male/male, 2.5m	98	0.06	6.15	5.72		Kabel Audio Stereo, 3.5mm Klinke/male auf 3.5mm Klinke/male, 2.5m		147270	equip	7.6	22.9	24	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	9.8
7366	ZAD 1X3.5/2X3.5 KLI	Audio Adapter Stereo Y 1x/2x 3.5mm Klinke	1x3.5mm Stecker auf 2x3.5mm Buchse	49	0.01	5.4	5.02		Adapter Audio Stereo, 3.5mm Klinke/male auf 2 x 3.5mm Klinke/female		147272	equip	7.6	22.9	24	19.10.06	PCs und Komponenten	Kabel/Adapter	Multimedia-Kabel	Kabel, Adapter, Zubehör		sofort	Nein	8.75
7499	BU KENSINGTON TWIN	Kensington MicroSaver Twin Notebook Lock	zum sichern von TFTs, Notebooks, Beamer	2	0.3	76.15	70.77	http://de.kensington.com/html/11435.html	Kensington MicroSaver Twin Notebookschloss	Spezialschloss zum sichern von zwei Geräten: TFT-Monitor & Dockingstation, TFT-Monitor & CPU, Notebooks & Projektor, Notebokks & TFT-Monitor, Notebook & Dockingstation, Stahlkabel 2.20m lang und 4.55mm dick, patentierte T-Kuppelung.	64025	Kensington	7.6	98	12	23.05.07	PCs und Komponenten	Notebooks/Tablet PCs	Zubehör	Notebook Zubehör		sofort	Nein	82.7
